City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
277,Mezen,RU,65.8522,44.24,46.56,81,100,6.89,overcast clouds
278,Namanga,KE,-2.5433,36.7905,66.11,46,97,10.0,overcast clouds
279,Penzance,GB,50.1186,-5.5371,63.61,86,13,9.71,few clouds
280,Acapulco,MX,16.8634,-99.8901,87.62,74,40,10.36,scattered clouds
281,Chengde,CN,40.9725,117.9361,68.95,96,99,3.0,light rain
282,Zabol,AF,32.25,67.25,81.55,16,0,9.17,clear sky
283,Veraval,IN,20.9,70.3667,79.92,86,100,9.69,overcast clouds
284,Guiratinga,BR,-16.3494,-53.7583,89.22,19,5,6.98,clear sky
285,Kununurra,AU,-15.7667,128.7333,58.98,82,99,3.44,overcast clouds
286,Hami,CN,42.8,93.45,85.69,19,0,8.93,clear sky
287,Tanout,NE,14.9709,8.8879,90.9,43,94,17.63,overcast clouds
288,Ostrovnoy,RU,68.0531,39.5131,45.79,90,100,16.26,overcast clouds
289,Auchi,NG,7.0667,6.2667,70.75,95,49,4.03,scattered clouds
290,Gbarnga,LR,6.9956,-9.4722,71.17,94,43,3.04,scattered clouds
291,Pauini,BR,-7.7136,-66.9764,98.69,27,36,2.64,scattered clouds
292,Leningradskiy,RU,69.3833,178.4167,37.8,90,100,4.65,overcast clouds
293,Lompoc,US,34.6391,-120.4579,84.34,66,99,5.99,overcast clouds
294,Erzin,TR,36.9559,36.2,81.32,78,0,1.99,clear sky
295,Asmar,AF,35.0333,71.3581,84.69,67,0,1.59,clear sky
296,Corumba,BR,-19.0092,-57.6533,94.91,28,0,11.5,clear sky
297,Shiraz,IR,29.6036,52.5388,92.64,7,0,9.22,clear sky
298,Setermoen,NO,68.861,18.3486,53.56,95,97,2.73,overcast clouds
299,Msanga,TZ,-6.05,36.0333,60.66,57,5,3.51,clear sky
300,Dubovskoye,RU,47.4092,42.7575,75.31,38,0,9.55,clear sky
301,Erenhot,CN,43.6475,111.9767,63.25,72,100,21.32,overcast clouds
302,Labuhan,ID,-6.8844,112.2051,72.81,83,47,7.47,scattered clouds
303,Houma,US,29.5958,-90.7195,96.8,70,40,3.44,scattered clouds
304,Omsukchan,RU,62.5333,155.8,50.86,99,100,6.42,light rain
305,Sorong,ID,-0.8833,131.25,77.11,87,100,8.99,overcast clouds
306,Maromitsa,RU,59.8683,48.0123,52.72,71,82,4.99,broken clouds
307,Hounde,BF,11.5,-3.5167,79.23,70,55,6.22,broken clouds
308,Louviers,FR,49.2167,1.1667,65.75,88,20,9.22,few clouds
309,Mao,ES,39.8885,4.2658,75.76,73,0,11.5,clear sky
310,Scarborough,GB,54.2797,-0.4044,65.86,76,87,8.86,overcast clouds
311,Dafeng,CN,23.4517,108.5881,78.85,89,55,2.26,broken clouds
312,Karratha,AU,-20.7377,116.8463,69.03,48,55,5.95,broken clouds
313,Qaqortoq,GL,60.7167,-46.0333,59.5,66,60,5.82,broken clouds
314,Benalla,AU,-36.55,145.9833,49.75,98,100,6.04,overcast clouds
315,Ahipara,NZ,-35.1667,173.1667,57.36,91,14,10.92,few clouds
316,Beyneu,KZ,45.3167,55.2,88.83,18,73,12.39,broken clouds
317,Bolobo,CD,-2.1667,16.2333,78.58,40,99,2.37,overcast clouds
318,Aksu,CN,41.1231,80.2644,85.26,26,0,2.8,clear sky
319,Mogadishu,SO,2.0371,45.3438,76.55,77,91,20.45,light rain
320,Kungurtug,RU,50.5994,97.5228,52.59,94,88,1.79,overcast clouds
321,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,100,20,4.47,few clouds
322,Antofagasta,CL,-23.65,-70.4,60.08,78,71,8.5,broken clouds
323,Sangar,RU,63.9242,127.4739,57.88,73,3,4.41,clear sky
324,Lasa,IT,46.6166,10.7002,62.02,89,67,2.28,broken clouds
325,Umea,SE,63.8284,20.2597,62.53,82,0,2.3,clear sky
326,Sechura,PE,-5.5569,-80.8222,76.01,62,28,15.19,scattered clouds
327,Marystown,CA,47.1666,-55.1483,60.98,76,73,3.76,broken clouds
328,Tautira,PF,-17.7333,-149.15,82.42,69,0,10.42,clear sky
329,Zile,TR,40.3031,35.8864,69.12,85,1,3.4,clear sky
330,Seoul,KR,37.5683,126.9778,81.97,65,0,10.36,clear sky
331,Duluth,US,46.7833,-92.1066,89.29,26,1,5.01,clear sky
332,Camana,PE,-16.6228,-72.7111,61.92,81,61,6.2,broken clouds
333,Sur,OM,22.5667,59.5289,93.49,52,55,12.82,broken clouds
334,Sambava,MG,-14.2667,50.1667,65.59,84,54,10.94,broken clouds
335,Darayya,SY,33.459,36.2374,77.76,46,0,4.85,clear sky
336,Uspenka,UA,48.3903,39.1619,71.83,50,34,5.57,scattered clouds
337,Bismarck,US,46.8083,-100.7837,95.86,23,1,3.0,clear sky
338,Conroe,US,30.3119,-95.456,97.79,51,1,4.61,clear sky
339,Bodaybo,RU,57.8506,114.1933,57.07,76,34,2.66,scattered clouds
340,Ust-Tsilma,RU,65.441,52.1498,44.91,96,97,6.04,overcast clouds
341,Chagoda,RU,59.164,35.3285,56.5,72,17,3.91,few clouds
342,Auki,SB,-8.7676,160.7034,76.57,88,93,4.7,overcast clouds
343,Tromso,NO,69.6496,18.957,54.25,93,75,3.44,broken clouds
344,Fairview,US,40.8126,-73.999,87.49,69,90,0.0,overcast clouds
345,Buzuluk,RU,52.7807,52.2635,56.37,44,0,6.26,clear sky
346,Mogwase,ZA,-25.185,27.2665,47.07,38,0,3.74,clear sky
347,Kathu,TH,7.9178,98.3332,86.7,78,100,13.02,overcast clouds
348,Panguna,PG,-6.3164,155.4848,67.6,96,43,1.07,light rain
349,Nemuro,JP,43.3236,145.575,61.74,92,0,4.88,clear sky
350,Pathein,MM,16.7833,94.7333,79.86,86,100,10.94,moderate rain
351,Urucui,BR,-7.2294,-44.5561,91.29,27,6,11.03,clear sky
352,Wanaka,NZ,-44.7,169.15,44.11,99,100,2.01,light rain
353,Nome,US,64.5011,-165.4064,50.16,87,90,8.05,light rain
354,Novobirilyussy,RU,56.9514,90.6661,62.58,85,35,4.32,scattered clouds
355,Komsomolets,KZ,53.7453,62.0708,55.72,81,0,6.38,clear sky
356,Sayyan,YE,15.1718,44.3244,58.71,79,85,2.17,overcast clouds
357,Arman,RU,59.7,150.1667,53.47,99,100,5.7,light rain
358,Tashigang,BT,27.3331,91.5542,73.17,95,100,1.19,moderate rain
359,Sekoma,BW,-24.4,23.8833,45.61,51,3,9.69,clear sky
360,Suleja,NG,9.1758,7.1808,74.39,94,76,2.84,broken clouds
361,Irbil,IQ,36.1926,44.0106,97.75,17,0,4.85,clear sky
362,Manlleu,ES,42.0023,2.2848,74.07,89,7,2.28,clear sky
363,Mareeba,AU,-17.0,145.4333,59.72,85,100,2.28,overcast clouds
364,Atambua,ID,-9.1061,124.8925,66.47,73,85,4.29,overcast clouds
365,Tual,ID,-5.6667,132.75,79.81,79,56,18.77,broken clouds
366,Colares,PT,38.7992,-9.4469,71.28,76,75,10.0,broken clouds
367,Huangchuan,CN,32.1272,115.0394,76.3,86,100,4.59,overcast clouds
368,Ilinskiy,RU,55.619,38.1182,67.3,72,0,2.24,clear sky
369,Tezu,IN,27.9167,96.1667,77.05,98,100,2.84,overcast clouds
370,Gazanjyk,TM,39.2446,55.5154,84.11,66,2,14.88,clear sky
371,Marsassoum,SN,12.8275,-15.9806,78.89,83,100,4.68,overcast clouds
372,Moorhead,US,46.8739,-96.7676,90.99,24,1,13.8,clear sky
373,Vrangel,RU,42.7297,133.0839,73.0,94,36,2.64,scattered clouds
374,Zhangjiakou,CN,40.81,114.8794,71.49,90,100,4.43,overcast clouds
375,Vieste,IT,41.8825,16.175,84.22,53,99,8.7,overcast clouds
376,Brenham,US,30.1669,-96.3977,96.22,53,1,4.61,clear sky
377,Korla,CN,41.7597,86.1469,86.58,13,0,8.01,clear sky
378,Tabas,IR,33.5959,56.9244,91.98,10,0,11.61,clear sky
379,Monrovia,LR,6.3005,-10.7969,76.77,75,98,7.65,overcast clouds
380,Srivardhan,IN,18.0333,73.0167,80.13,88,100,17.63,overcast clouds
381,Progreso,MX,21.2833,-89.6667,94.1,64,94,9.75,overcast clouds
382,Northam,GB,51.0333,-4.2167,66.34,89,47,5.32,scattered clouds
383,Fuxin,CN,42.0156,121.6589,72.57,83,100,6.42,overcast clouds
384,Luocheng,CN,29.3848,104.0286,72.86,96,52,1.43,broken clouds
385,Gouyave,GD,12.1646,-61.7296,83.17,84,20,13.8,few clouds
386,Anzhero-Sudzhensk,RU,56.081,86.0285,67.66,97,100,4.94,overcast clouds
387,Necochea,AR,-38.5473,-58.7368,49.03,83,100,18.01,overcast clouds
388,Baculin,PH,7.4525,126.5842,79.48,73,46,6.71,scattered clouds
389,Aripuana,BR,-9.1667,-60.6333,97.41,24,15,1.52,few clouds
390,Ucluelet,CA,48.9329,-125.5528,82.04,85,5,3.0,clear sky
391,Bandrele,YT,-12.9067,45.1914,76.75,69,0,11.5,clear sky
392,Ugoofaaru,MV,5.6667,73.0,82.04,77,99,17.67,overcast clouds
393,Krasnoselkup,RU,65.7,82.4667,53.89,91,48,6.04,scattered clouds
394,Along,IN,28.1667,94.7667,76.69,99,100,0.58,overcast clouds
395,Araouane,ML,18.9048,-3.5265,101.43,23,28,2.98,scattered clouds
396,Asau,RO,46.4333,26.4,69.76,85,82,2.59,broken clouds
397,Ulladulla,AU,-35.35,150.4667,55.09,63,4,12.55,clear sky
398,At-Bashi,KG,41.1702,75.8106,61.47,35,0,1.5,clear sky
399,Benguela,AO,-12.5763,13.4055,70.41,82,66,5.39,broken clouds
400,Mitsamiouli,KM,-11.3847,43.2844,76.23,64,99,12.33,overcast clouds
401,Samarai,PG,-10.6167,150.6667,78.3,78,100,14.52,light rain
402,Kemalpasa,TR,38.4262,27.4173,81.18,51,0,6.6,clear sky
403,Taoudenni,ML,22.6783,-3.9836,106.21,5,47,10.92,scattered clouds
404,Bogashevo,RU,56.3683,85.1447,68.97,100,0,2.24,clear sky
405,Baiyin,CN,36.5583,104.2081,63.48,80,100,10.56,overcast clouds
406,Kashi,CN,39.4547,75.9797,89.22,26,0,11.18,clear sky
407,Flinders,AU,-34.5833,150.8552,55.26,66,0,3.0,clear sky
408,Verkhoyansk,RU,67.5447,133.385,60.93,60,82,1.63,broken clouds
409,Pitimbu,BR,-7.4706,-34.8086,73.99,80,8,13.65,clear sky
410,Sudak,UA,44.85,34.9667,73.83,65,56,9.69,broken clouds
411,Chancay,PE,-11.5714,-77.2672,66.56,74,16,8.79,few clouds
412,Bud,US,39.447,-86.1758,88.21,76,35,3.22,scattered clouds
413,Coquimbo,CL,-29.9533,-71.3436,58.73,67,0,12.66,clear sky
414,Gubkinskiy,RU,64.434,76.5026,55.9,78,100,15.03,light rain
415,Makushino,RU,55.2103,67.2442,53.11,62,0,8.84,clear sky
416,Ryotsu,JP,38.0833,138.4333,77.65,82,0,3.85,clear sky
417,Kadoshkino,RU,54.0257,44.4191,56.23,67,51,3.74,broken clouds
418,Amga,RU,60.8953,131.9608,57.13,92,0,2.77,clear sky
419,Sovetskiy,RU,61.3614,63.5842,52.47,67,100,5.28,overcast clouds
420,Kargil,IN,34.5667,76.1,69.13,53,35,5.59,scattered clouds
421,Koraput,IN,18.8167,82.7167,71.73,86,97,8.43,overcast clouds
422,Humaita,BR,-7.5061,-63.0208,98.87,23,67,2.24,broken clouds
423,Naze,JP,28.3667,129.4833,77.86,88,100,16.15,moderate rain
424,Mayumba,GA,-3.432,10.6554,71.01,91,82,4.97,broken clouds
425,Baishishan,CN,43.5833,127.5667,69.33,81,100,2.17,overcast clouds
426,Dunedin,NZ,-45.8742,170.5036,50.81,75,100,15.01,light rain
427,Pechora,RU,65.1472,57.2244,47.64,95,99,4.32,overcast clouds
428,Thabazimbi,ZA,-24.5917,27.4116,48.38,41,0,3.96,clear sky
429,Bintulu,MY,3.1667,113.0333,81.01,94,40,4.61,scattered clouds
430,Panaba,MX,21.2833,-88.2667,93.9,42,99,16.28,overcast clouds
431,Vasilsursk,RU,56.1275,46.0072,52.39,73,15,3.83,few clouds
432,Sistranda,NO,63.7256,8.834,55.9,91,18,9.31,few clouds
433,Shimoda,JP,34.6667,138.95,74.1,87,9,7.74,clear sky
434,Upata,VE,8.0086,-62.3989,77.09,93,100,3.62,overcast clouds
435,Sultanpur,IN,26.2667,82.0667,85.53,73,100,5.57,overcast clouds
436,Nouakchott,MR,18.0858,-15.9785,78.73,82,5,14.29,clear sky
437,Taltal,CL,-25.4,-70.4833,60.76,71,24,5.26,few clouds
438,Laramie,US,41.3114,-105.5911,84.58,17,1,5.01,clear sky
439,Lagoa,PT,39.05,-27.9833,70.23,77,100,12.28,overcast clouds
440,Kirakira,SB,-10.4544,161.9205,78.89,82,86,8.12,overcast clouds
441,Egvekinot,RU,66.3167,-179.1667,44.53,90,100,1.23,overcast clouds
442,Surt,LY,31.2089,16.5887,80.49,68,0,11.32,clear sky
443,Skegness,GB,53.1436,0.3363,65.17,88,81,9.08,broken clouds
444,Disna,BY,55.568,28.1971,63.3,63,0,4.88,clear sky
445,Westport,US,41.1415,-73.3579,83.95,82,90,1.99,overcast clouds
446,Ilo,PE,-17.6394,-71.3375,62.06,78,31,8.1,scattered clouds
447,Lalmohan,BD,22.3384,90.7419,82.87,85,100,5.35,overcast clouds
448,Mecca,SA,21.4267,39.8261,88.84,35,36,7.31,scattered clouds
449,Teknaf,BD,20.8624,92.3058,79.07,94,100,3.0,overcast clouds
450,Zatoka,UA,46.0725,30.4654,72.14,50,0,5.88,clear sky
451,Mana,GF,5.6592,-53.7767,79.86,76,92,5.48,overcast clouds
452,Zarubino,RU,42.63,131.0922,73.63,96,27,2.93,scattered clouds
453,Bairiki,KI,1.3292,172.9752,75.2,94,75,0.0,broken clouds
454,Caninde,BR,-4.3589,-39.3117,91.2,30,6,7.45,clear sky
455,Pimentel,PE,-6.8367,-79.9342,73.69,78,40,5.01,scattered clouds
456,Viedma,AR,-40.8135,-62.9967,53.53,33,4,13.8,clear sky
457,Mazagao,BR,-0.115,-51.2894,93.25,53,97,3.53,overcast clouds
458,Riverton,US,40.5219,-111.9391,99.28,22,1,3.0,clear sky
459,Sultepec,MX,18.8667,-99.95,73.29,71,69,4.5,broken clouds
460,Baracoa,CU,20.3467,-74.4958,87.78,67,21,7.25,few clouds
461,Tabasalu,EE,59.4303,24.5331,66.29,72,0,2.3,clear sky
462,Tessalit,ML,20.1986,1.0114,90.59,34,99,18.57,overcast clouds
463,Imbituba,BR,-28.24,-48.6703,67.89,72,100,11.25,overcast clouds
464,Touros,BR,-5.1989,-35.4608,79.7,73,7,14.94,clear sky
465,Bereda,ES,43.2686,-7.5406,64.42,95,60,3.18,broken clouds
466,Barysh,RU,53.6553,47.1123,60.78,55,100,1.43,overcast clouds
467,Calama,CL,-22.4667,-68.9333,64.89,9,75,18.41,broken clouds
468,Bertoua,CM,4.5833,13.6833,67.41,95,100,2.95,overcast clouds
469,Fukue,JP,32.6881,128.8419,79.57,82,100,16.96,moderate rain
470,Lazarev,RU,52.225,141.5131,59.72,98,100,20.58,overcast clouds
471,Khandyga,RU,62.6667,135.6,56.57,94,63,2.66,broken clouds
472,Haibara,JP,34.5333,135.95,74.95,68,1,3.02,clear sky
473,Biltine,TD,14.5333,20.9167,78.4,74,100,3.38,overcast clouds
474,Ilovlya,RU,49.3033,43.9796,76.3,48,23,7.7,few clouds
475,Methoni,GR,36.8197,21.7049,82.22,64,0,7.43,clear sky
476,Batagay-Alyta,RU,67.8006,130.4114,58.24,66,74,1.68,broken clouds
477,Olinda,BR,-8.0089,-34.8553,73.13,83,75,0.0,broken clouds
478,Lazdijai,LT,54.2333,23.5167,67.37,73,88,7.67,overcast clouds
479,Paradise,US,36.0972,-115.1467,97.75,34,20,10.36,few clouds
480,Wanning,CN,18.8003,110.3967,79.14,92,69,8.72,broken clouds
481,Buraydah,SA,26.326,43.975,100.85,13,3,10.71,clear sky
482,Omboue,GA,-1.5746,9.2618,73.56,81,97,6.62,overcast clouds
483,Filingue,NE,14.3521,3.3168,93.74,41,100,13.11,overcast clouds
484,Lancaster,US,40.2504,-76.2499,90.34,64,20,3.0,few clouds
485,Bergen,NO,60.392,5.328,72.01,67,75,2.3,light rain
486,Hillsboro,US,45.5229,-122.9898,88.86,44,1,3.44,clear sky
487,Husavik,IS,66.0449,-17.3389,60.71,64,100,6.26,overcast clouds
488,Biak,ID,-0.9131,122.8766,74.55,83,65,5.61,broken clouds
489,Harare,ZW,-17.8294,31.0539,46.62,66,3,10.16,clear sky
490,Bambanglipuro,ID,-7.95,110.2833,69.4,90,24,3.83,few clouds
491,Rameswaram,IN,9.2833,79.3,83.98,74,90,19.35,overcast clouds
492,Banepa,NP,27.6298,85.5214,68.32,100,75,2.3,moderate rain
493,Bilma,NE,18.6853,12.9164,86.67,50,94,19.24,overcast clouds
494,Bumba,CD,2.1833,22.4667,75.34,78,100,2.68,overcast clouds
495,Paea,PF,-17.6833,-149.5833,82.11,57,20,11.5,few clouds
496,Beloha,MG,-25.1667,45.05,62.35,67,61,11.34,broken clouds
497,Quesnel,CA,52.9999,-122.5029,61.3,67,90,13.8,moderate rain
498,Hirara,JP,24.8,125.2833,83.41,89,100,18.1,overcast clouds
499,Yeniseysk,RU,58.4497,92.1703,63.34,78,2,3.78,clear sky
500,Lashio,MM,22.9333,97.75,67.62,99,99,0.6,overcast clouds
501,Dzerzhinskoye,RU,56.8344,95.2283,61.27,77,40,3.38,scattered clouds
502,Soe,ID,-9.8607,124.284,60.19,68,19,4.21,few clouds
503,Sibut,CF,5.718,19.0739,72.36,90,100,3.38,overcast clouds
504,Panzhihua,CN,26.5851,101.7128,68.72,91,76,1.52,broken clouds
505,Shangzhi,CN,45.2167,127.9667,72.52,69,100,3.98,light rain
506,Diamantino,BR,-14.4086,-56.4461,94.6,21,5,6.58,clear sky
507,Antsohihy,MG,-14.8796,47.9875,68.23,61,11,9.19,few clouds
508,Eureka,US,40.8021,-124.1637,61.93,76,100,5.01,overcast clouds
509,Ifo,NG,6.8144,3.1958,82.02,77,12,6.8,few clouds
510,Raudeberg,NO,61.9875,5.1352,69.4,84,0,11.92,clear sky
511,Nevsehir,TR,38.9167,34.6667,70.81,49,0,18.41,clear sky
512,Changji,CN,44.0167,87.3167,81.39,28,0,6.71,clear sky
513,Ngunguru,NZ,-35.6167,174.5,57.16,88,45,10.76,scattered clouds
514,Ozuluama,MX,21.6667,-97.85,91.33,50,6,12.71,clear sky
515,Altamira,BR,-3.2033,-52.2064,91.49,46,20,4.61,few clouds
516,Nantucket,US,41.2835,-70.0995,72.0,84,90,13.8,overcast clouds
517,Matara,LK,5.9485,80.5353,77.97,86,99,10.85,overcast clouds
518,Tarija,BO,-21.5355,-64.7296,84.11,14,100,17.27,overcast clouds
519,Talara,PE,-4.5772,-81.2719,75.96,78,0,13.8,clear sky
520,Braedstrup,DK,55.9708,9.6085,68.81,78,58,8.75,broken clouds
521,Wilmington,US,34.2257,-77.9447,88.99,73,40,9.22,scattered clouds
522,Jaisalmer,IN,26.9147,70.9181,89.98,59,100,23.62,heavy intensity rain
523,Nuzvid,IN,16.7833,80.85,82.2,70,93,6.89,overcast clouds
524,Lodja,CD,-3.4833,23.4333,81.82,29,95,2.82,overcast clouds
525,Kurmanayevka,RU,52.5093,52.0675,56.55,44,0,7.05,clear sky
526,Port-Gentil,GA,-0.7193,8.7815,76.96,83,75,5.75,broken clouds
527,Palora,EC,-1.7,-77.9333,73.38,62,80,2.93,broken clouds
528,Mutare,ZW,-18.9707,32.6709,47.37,70,11,0.18,few clouds
529,Kaili,ID,-3.4626,120.2147,63.84,80,19,3.2,few clouds
530,Karakol,KG,42.4907,78.3936,66.02,17,0,4.85,clear sky
531,Murgab,TM,37.4966,61.9714,89.47,29,0,9.22,clear sky
532,Vodnyy,RU,63.5046,53.4095,51.66,81,100,6.44,overcast clouds
533,Ismailia,EG,30.6043,32.2723,79.21,70,0,9.89,clear sky
534,Eskisehir,TR,39.7767,30.5206,64.31,72,0,10.36,clear sky
535,Ahuimanu,US,21.4447,-157.8378,87.51,71,75,13.8,light rain
536,Kloulklubed,PW,7.0419,134.2556,83.89,74,100,17.63,overcast clouds
537,Coahuayana,MX,18.7333,-103.6833,90.88,64,72,6.02,broken clouds
538,Kendal,GB,54.3268,-2.7476,64.72,84,19,1.92,few clouds
539,Miri,MY,4.4148,114.0089,80.74,94,20,2.3,few clouds
540,Hovd,MN,48.0056,91.6419,65.61,58,45,3.53,scattered clouds
541,Ouegoa,NC,-20.35,164.4333,66.81,86,2,7.14,clear sky
542,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,60,1,13.8,clear sky
543,Tarko-Sale,RU,64.9225,77.785,59.34,88,100,6.13,light rain
544,Jiuquan,CN,39.7432,98.5174,73.81,41,85,1.79,overcast clouds
545,Cartagena,CO,10.3997,-75.5144,83.82,79,75,5.75,broken clouds
546,Cumra,TR,37.5732,32.7745,75.34,32,57,5.99,light rain
547,Ziro,IN,27.6333,93.8333,61.81,99,100,0.81,overcast clouds
548,Bilibino,RU,68.0546,166.4372,48.81,67,42,4.0,scattered clouds
549,Peniche,PT,39.3558,-9.3811,71.08,91,17,10.04,few clouds
550,Nishihara,JP,26.1842,127.7558,80.26,94,75,13.8,broken clouds
551,Turan,VN,16.0678,108.2208,86.05,58,40,3.44,scattered clouds
552,Svetlogorsk,BY,52.6333,29.7333,66.34,66,58,6.04,broken clouds
553,Buala,SB,-8.145,159.5921,79.3,84,24,7.25,few clouds
554,Strezhevoy,RU,60.7333,77.5889,60.78,99,89,9.57,overcast clouds
555,Phek,IN,25.6667,94.5,61.16,99,99,1.5,overcast clouds
